contaminante,columna,no_nulos,nulos,total
Nitrous oxide (N2O),ciiu4,3526,0,3526
Nitrous oxide (N2O),id_ciiu4,3526,0,3526
Nitrous oxide (N2O),rubro_vu,0,3526,3526
Nitrous oxide (N2O),id_rubro_vu,0,3526,3526
Nitrous oxide (N2O),region,3526,0,3526
Nitrous oxide (N2O),provincia,3526,0,3526
Nitrous oxide (N2O),comuna,3526,0,3526
Nitrous oxide (N2O),id_comuna,0,3526,3526
Nitrous oxide (N2O),latitud,3526,0,3526
Nitrous oxide (N2O),longitud,3526,0,3526
Nitrous oxide (N2O),cantidad_toneladas,0,3526,3526
Nitrous oxide (N2O),unidad,0,3526,3526
Nitrous oxide (N2O),contaminantes,3526,0,3526
Nitrous oxide (N2O),id_contaminantes,3526,0,3526
Nitrous oxide (N2O),fuente_emisora_general,0,3526,3526
Nitrous oxide (N2O),id_fuente_emisora,0,3526,3526
Nitrous oxide (N2O),sistema,0,3526,3526
Nitrous oxide (N2O),ciiu6,3526,0,3526
Nitrous oxide (N2O),id_ciiu6,0,3526,3526
Nitrous oxide (N2O),tipo_fuente,3526,0,3526
Nitrous oxide (N2O),combustible_primario,3526,0,3526
Nitrous oxide (N2O),ccf8_primario,3526,0,3526
Nitrous oxide (N2O),combustible_secundario,241,3285,3526
Nitrous oxide (N2O),ccf8_secundario,237,3289,3526
Nitrous oxide (N2O),ccf8_materia_prima,0,3526,3526
Nitrous oxide (N2O),emision_primario,0,3526,3526
Nitrous oxide (N2O),emision_secundario,0,3526,3526
Nitrous oxide (N2O),emision_materia_prima,0,3526,3526
Nitrous oxide (N2O),ciiu4_antiguo,0,3526,3526
Nitrous oxide (N2O),id_ciiu4_antiguo,0,3526,3526
Nitrous oxide (N2O),rubro_vu_antiguo,0,3526,3526
Nitrous oxide (N2O),Listado 2024,0,3526,3526
Nitrous oxide (N2O),TIPO_DATO_RETC,0,3526,3526
